Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-February-2023,202.25,202.25,197.55,199.80,199.120356823699673386,632245,9534,125892850.00,222716,35.23,4.70,-2.45
24-February-2023,201.60,202.95,201.30,202.25,202.110852623999250103,938796,12855,189740860.00,545159,58.07,1.65,0.65
23-February-2023,202.50,203.55,200.65,201.30,202.168394099695598752,775621,8362,156806052.00,416268,53.67,2.90,-1.20
22-February-2023,207.75,207.75,201.65,202.15,203.770356556231681212,1313201,14522,267591436.00,883983,67.32,6.10,-5.60
21-February-2023,204.35,209.70,204.35,207.90,207.691964458210267799,647013,7531,134379401.00,192227,29.71,5.35,3.55
20-February-2023,204.90,205.30,202.25,203.80,203.662044470951660014,523128,6724,106541318.00,315029,60.22,3.05,-1.10
17-February-2023,204.60,206.10,204.20,204.70,205.160200285979143303,596547,7268,122387702.00,385424,64.61,1.90,0.10
16-February-2023,205.95,206.30,204.65,205.05,205.541035076810161163,784792,13396,161306960.00,393232,50.11,1.65,-0.90
15-February-2023,202.95,205.70,202.50,205.30,204.338453963564746430,294495,4726,60176653.00,95171,32.32,3.20,2.35
14-February-2023,203.30,204.50,201.95,203.10,202.982660545531392223,856486,15894,173851807.00,413816,48.32,2.55,-0.20
13-February-2023,205.00,206.25,202.40,203.65,203.953674324786495480,400577,5938,81699151.00,192624,48.09,3.85,-1.35
10-February-2023,205.55,206.20,202.90,204.80,204.648222431715943386,632212,14386,129381062.00,261152,41.31,3.30,-0.75
9-February-2023,207.00,207.60,203.55,205.55,205.500083347224537422,275954,4690,56708570.00,99486,36.05,4.05,-1.45
8-February-2023,206.00,207.50,204.15,207.05,205.936969965080052332,424972,6047,87517446.00,138801,32.66,3.35,1.05
7-February-2023,209.95,209.95,204.95,206.15,206.866754330322210235,431954,6616,89356922.00,135155,31.29,5.00,-3.80
6-February-2023,209.05,212.80,207.00,208.50,209.416171686792379713,928994,11717,194546367.00,286583,30.85,5.80,-0.55
3-February-2023,207.55,208.30,202.00,205.30,204.769091989024513403,584211,8963,119628356.00,240762,41.21,6.30,-2.25
2-February-2023,205.85,208.80,204.15,206.30,206.503984788359788359,483840,8099,99914888.00,137147,28.35,4.65,0.45
1-February-2023,215.00,215.45,196.95,205.85,209.659954219647279877,1097414,16280,230083769.00,354870,32.34,18.50,-9.15
31-January-2023,205.50,214.65,204.40,212.90,211.167407374631652327,2305227,28249,486788809.00,1321560,57.33,10.25,7.40
30-January-2023,203.00,205.75,201.30,204.40,203.720387587969033347,1545146,24751,314777742.00,672680,43.54,4.45,1.40
27-January-2023,202.10,203.85,196.75,202.45,200.581527995241174665,1736563,44405,348322460.00,855705,49.28,7.10,0.35
25-January-2023,205.80,206.30,201.00,201.55,202.717095276529259750,405147,8009,82130223.00,215939,53.30,5.30,-4.25
24-January-2023,207.00,208.15,205.50,205.75,206.533408304498269896,289000,4651,59688155.00,97643,33.79,2.65,-1.25
23-January-2023,207.55,208.00,206.70,207.00,207.243671482853119019,249229,3641,51651133.00,64135,25.73,1.30,-0.55
20-January-2023,205.05,208.55,205.05,207.15,207.337573035952319671,260317,4439,53973495.00,95370,36.64,3.50,2.10
19-January-2023,207.00,207.40,205.00,205.25,205.773264126313172126,193044,4224,39723294.00,98617,51.09,2.40,-1.75
18-January-2023,207.05,208.35,207.05,207.40,207.688154520075353503,220295,3271,45752662.00,93555,42.47,1.30,0.35
17-January-2023,206.50,208.55,206.00,207.60,207.279221417570534456,274653,3618,56929860.00,78045,28.42,2.55,1.10
16-January-2023,207.05,208.05,206.15,206.95,206.934844303127978943,640957,11602,132636337.00,324253,50.59,1.90,-0.10
13-January-2023,205.60,206.75,204.25,206.55,205.055868804968143603,701429,5492,143832133.00,507680,72.38,2.50,0.95
12-January-2023,206.15,206.85,203.90,205.65,205.488066738945361672,274862,4570,56480861.00,90296,32.85,2.95,-0.50
11-January-2023,206.40,207.35,205.15,205.85,206.314525065732833841,1375264,14523,283736939.00,363661,26.44,2.20,-0.55
10-January-2023,206.80,207.80,204.70,206.10,206.216985719611625305,370158,5286,76332867.00,128494,34.71,3.10,-0.70
9-January-2023,206.15,207.20,205.20,206.15,206.232091638583712390,330865,4921,68234981.00,123996,37.48,2.00,0.00
6-January-2023,207.80,208.75,204.10,205.40,205.802139944783319719,1172834,23035,241371747.00,587255,50.07,4.65,-2.40
5-January-2023,209.80,209.80,205.25,207.65,207.793383184699971062,912312,17739,189572397.00,324193,35.54,4.55,-2.15
4-January-2023,211.00,211.00,205.85,208.10,207.935246437261035801,719250,7964,149557426.00,196291,27.29,5.15,-2.90
3-January-2023,212.20,213.05,210.00,211.25,211.327070275301099333,416889,6164,88099931.00,228054,54.70,3.05,-0.95
2-January-2023,208.70,212.20,208.15,211.75,210.469677064161833626,1006268,17507,211788901.00,512944,50.97,4.05,3.05
30-December-2022,207.80,209.95,207.05,207.70,208.430157670001078662,917803,14884,191297824.00,392129,42.72,2.90,-0.10
29-December-2022,208.70,208.75,205.00,205.85,206.415397096516528917,479493,7227,98974738.00,155503,32.43,3.75,-2.85
28-December-2022,207.10,210.30,206.85,208.15,208.838132005008847268,904799,16014,188956533.00,322091,35.60,3.45,1.05
27-December-2022,207.30,208.30,204.85,207.70,206.634954487010405652,1330719,24358,274973060.00,497740,37.40,3.45,0.40
26-December-2022,195.20,204.70,194.45,203.25,200.927355135425940649,2100410,45917,422029826.00,1000958,47.66,10.25,8.05
23-December-2022,205.20,207.85,196.00,197.00,201.023615070025543272,1384709,22065,278359209.00,823609,59.48,11.85,-8.20
22-December-2022,214.65,215.35,206.60,208.85,209.608527402981835109,700307,13295,146790319.00,237469,33.91,8.75,-5.80
21-December-2022,218.10,219.40,212.55,213.75,216.005800753429114756,553204,7886,119495273.00,275988,49.89,6.85,-4.35
20-December-2022,216.10,218.40,214.65,217.80,216.274982839648309643,1006681,17705,217719916.00,459972,45.69,3.75,1.70
19-December-2022,217.75,218.00,214.85,216.80,216.389913015721011890,914763,22393,197945486.00,434738,47.52,3.15,-0.95
16-December-2022,220.00,222.40,216.15,217.35,218.762095985905936848,1304379,25733,285348684.00,619910,47.53,6.25,-2.65
15-December-2022,222.35,224.80,221.00,221.90,223.371120476315253151,1099104,14959,245508092.00,498891,45.39,3.80,-0.45
14-December-2022,219.50,223.15,219.50,222.70,221.725478851207500168,577267,6872,127994802.00,216123,37.44,3.65,3.20
13-December-2022,218.50,220.25,217.85,218.80,219.025466489898490215,758055,16410,166033350.00,341429,45.04,2.40,0.30
12-December-2022,219.45,219.65,215.55,217.85,218.178148295569019995,1424493,26466,310793245.00,931966,65.42,4.10,-1.60
9-December-2022,225.40,226.40,217.55,219.45,221.433136069564412278,518426,8848,114796695.00,283134,54.61,8.85,-5.95
8-December-2022,225.60,227.20,224.65,225.00,225.526084962409159534,717329,13580,161776401.00,410403,57.21,2.55,-0.60
7-December-2022,228.25,229.50,225.40,225.90,226.943545593793055673,519676,8349,117937114.00,337375,64.92,4.10,-2.35
6-December-2022,224.00,230.25,223.35,228.70,227.894569804630703381,733841,9824,167238379.00,223085,30.40,6.90,4.70
5-December-2022,225.20,225.90,222.40,224.15,224.053643887248917358,703603,11896,157644816.00,490587,69.72,3.50,-1.05
2-December-2022,225.10,226.25,223.90,225.20,225.082617201471763721,321519,4933,72368338.00,93928,29.21,2.35,0.10
1-December-2022,224.75,227.10,223.60,224.85,225.248054066742686974,1018149,17765,229336081.00,526389,51.70,3.50,0.10
30-November-2022,222.80,225.35,222.60,224.80,223.500842148024311360,320015,4282,71523622.00,99839,31.20,2.75,2.00
29-November-2022,224.70,225.45,222.95,223.35,223.753748659881628996,680910,14114,152356165.00,341966,50.22,2.50,-1.35
28-November-2022,223.70,226.35,223.20,224.65,224.755851540388100425,785776,15416,176607754.00,431503,54.91,3.15,0.95
25-November-2022,220.65,224.75,220.25,224.15,223.412653963243643204,1016314,14952,227057408.00,594578,58.50,4.50,3.50
24-November-2022,221.00,221.60,219.55,220.75,220.394545599896454716,262687,4705,57894782.00,109003,41.50,2.05,-0.25
23-November-2022,221.50,222.30,220.45,220.75,221.203907704329040808,261074,3668,57750589.00,99024,37.93,1.85,-0.75
22-November-2022,221.00,221.85,219.10,220.45,220.295826607667513633,392774,5191,86526473.00,216095,55.02,2.75,-0.55
21-November-2022,220.05,222.30,218.40,221.30,220.525441751472504908,299999,5536,66157412.00,102642,34.21,3.90,1.25
18-November-2022,222.70,222.80,218.75,220.40,220.880669267175888360,435043,6318,96092589.00,143556,33.00,4.05,-2.30
17-November-2022,224.05,224.95,221.00,221.30,222.233585039775310459,866618,19441,192591625.00,410247,47.34,3.95,-2.75
16-November-2022,228.70,229.95,222.30,224.60,226.109298686519038361,1349696,22841,305178816.00,763015,56.53,7.65,-4.10
15-November-2022,228.10,230.15,228.00,229.50,228.931895462007364590,418489,4266,95805480.00,118393,28.29,2.15,1.40
14-November-2022,229.40,230.40,226.80,227.70,228.034538853233372560,797913,15512,181951723.00,398072,49.89,3.60,-1.70
11-November-2022,231.70,232.20,229.35,229.75,230.506590649038733870,353076,5321,81386345.00,119411,33.82,2.85,-1.95
10-November-2022,231.00,233.35,228.45,229.15,230.587313138636518114,1103425,17225,254435806.00,508774,46.11,4.90,-1.85
9-November-2022,229.20,234.50,228.85,231.40,232.197655041410519948,2076284,26777,482108276.00,1149508,55.36,5.65,2.20
7-November-2022,228.05,230.35,227.00,229.20,228.902103154125510888,412761,6541,94481861.00,118550,28.72,3.35,1.15
4-November-2022,228.00,229.30,226.75,228.25,227.785852603206128528,281960,4467,64226499.00,83311,29.55,2.55,0.25
3-November-2022,227.80,229.45,225.75,227.35,227.669016070746540529,340370,4851,77491703.00,121318,35.64,3.70,-0.45
2-November-2022,229.60,231.90,227.85,229.00,229.229470362116158367,2005710,20413,459767841.00,1242664,61.96,4.05,-0.60
1-November-2022,226.05,231.35,226.05,230.60,228.491056848366897547,836506,8455,191134140.00,327514,39.15,5.30,4.55
31-October-2022,229.65,229.65,224.25,225.95,225.992429449247810317,976283,9850,220632567.00,285603,29.25,5.40,-3.70
28-October-2022,227.40,227.40,222.50,225.00,225.172805751493767306,1659395,19082,373650628.00,589410,35.52,4.90,-2.40
27-October-2022,221.05,226.95,221.05,225.90,223.686802557244921325,1567781,19879,350691919.00,794486,50.68,5.90,4.85
25-October-2022,218.70,222.90,217.60,220.70,219.883474081300268377,2388430,14016,525176286.00,1805366,75.59,5.30,2.00
24-October-2022,220.60,221.00,218.50,219.00,219.841904629542307176,402934,18039,88581778.00,243437,60.42,2.50,-1.60
21-October-2022,221.00,222.15,217.50,218.60,219.863795696205900749,375715,5479,82606126.00,101188,26.93,4.65,-2.40
20-October-2022,216.30,221.35,216.10,220.60,218.798694564619925537,915097,12788,200222029.00,376568,41.15,5.25,4.30
19-October-2022,221.45,221.70,217.55,218.45,219.740851778794305654,943954,16155,207425256.00,340715,36.09,4.15,-3.00
18-October-2022,219.65,221.95,218.75,220.70,220.198475783026016670,506752,5585,111586018.00,130885,25.83,3.20,1.05
17-October-2022,211.75,218.45,211.75,217.90,216.283899882723686059,931987,17463,201573783.00,363700,39.02,6.70,6.15
14-October-2022,219.50,220.60,215.60,215.90,218.381702570681654461,392853,5244,85791907.00,111328,28.34,5.00,-3.60
13-October-2022,217.95,218.95,213.50,216.10,215.901577601606765252,1121259,19355,242081587.00,371703,33.15,5.45,-1.85
12-October-2022,217.80,219.35,215.05,217.95,217.228921086379846459,910768,16852,197845150.00,271285,29.79,4.30,0.15
11-October-2022,220.30,222.25,216.60,217.15,220.219637598179963368,2304569,5923,507511350.00,2019865,87.65,5.65,-3.15
10-October-2022,219.55,220.80,217.05,220.30,218.975302183889545359,1018916,21704,223117439.00,381512,37.44,3.75,0.75
7-October-2022,221.30,222.90,218.85,222.55,220.883363619442722794,1042282,16533,230222754.00,339657,32.59,4.05,1.25
6-October-2022,221.30,223.25,220.55,221.70,221.945000714652698103,517734,7142,114908473.00,154719,29.88,2.70,0.40
4-October-2022,216.50,219.95,216.20,219.00,218.105956555666730587,526697,7673,114875753.00,185902,35.30,3.75,2.50
3-October-2022,216.50,218.05,211.95,213.25,215.360304424676674005,1317633,27783,283765844.00,399007,30.28,6.10,-3.25
30-September-2022,211.75,217.00,210.20,216.50,213.866106647090584596,1503876,26391,321628105.00,462680,30.77,6.80,4.75
29-September-2022,215.80,218.00,210.50,212.25,213.103416536954864718,903927,13581,192629932.00,374690,41.45,7.50,-3.55
28-September-2022,215.35,216.85,212.95,213.85,215.505785723112410923,606925,9614,130795849.00,202427,33.35,3.90,-1.50
27-September-2022,217.05,219.90,214.40,217.45,217.054094470644176500,1741324,31556,377961504.00,459090,26.36,5.50,0.40
26-September-2022,222.60,223.45,212.35,215.55,216.573627805877376903,3119657,74172,675635434.00,1377224,44.15,11.10,-7.05
23-September-2022,231.65,232.45,223.60,224.60,227.052662388161954634,1544309,38873,350639470.00,663295,42.95,8.85,-7.05
22-September-2022,229.50,233.60,227.30,231.65,230.439700760995743583,1442058,25728,332307414.00,426244,29.56,6.30,2.15
21-September-2022,235.10,236.60,230.30,231.20,233.238748892469678362,678311,9488,158208409.00,169308,24.96,6.30,-3.90
20-September-2022,235.30,237.50,234.50,235.15,236.176641767915348405,480747,7317,113541212.00,124191,25.83,3.00,-0.15
19-September-2022,236.00,238.00,231.80,232.25,235.297623573378572093,2730402,29923,642457102.00,1837283,67.29,6.20,-3.75
16-September-2022,247.15,247.85,232.70,236.70,240.139450930509297372,2072306,27808,497642425.00,787714,38.01,15.15,-10.45
15-September-2022,242.00,246.80,240.00,245.25,242.764797329855110992,962944,12025,233768905.00,354819,36.85,6.80,3.25
14-September-2022,236.80,244.10,236.60,241.45,240.630028717375282726,1219819,18730,293525081.00,557638,45.71,7.50,4.65
13-September-2022,243.00,244.90,240.10,241.00,242.325472479226199827,706539,9564,171212397.00,285484,40.41,4.80,-2.00
12-September-2022,243.20,245.20,241.60,242.75,242.938910180400862095,1780313,21822,432507300.00,1047511,58.84,3.60,-0.45
9-September-2022,246.05,246.95,241.15,242.35,243.888639908228212880,1440094,22979,351222567.00,592369,41.13,5.80,-3.70
8-September-2022,249.45,250.00,243.45,244.90,245.982062806747379509,1693576,23631,416589318.00,714205,42.17,6.55,-4.55
7-September-2022,247.00,251.00,245.05,246.95,247.946487638684286343,2943376,38283,729799741.00,1296566,44.05,5.95,-0.05
6-September-2022,237.30,248.00,237.30,247.35,244.693531149344293694,2845405,29547,696252197.00,1025919,36.06,10.70,10.05
5-September-2022,235.10,238.40,235.10,236.40,236.676649041621104242,733426,10027,173584808.00,389224,53.07,3.30,1.30
2-September-2022,238.10,239.50,233.30,235.00,237.431247887510805941,949709,11337,225490593.00,431425,45.43,6.20,-3.10
1-September-2022,235.80,240.15,234.45,237.10,237.214268946797856390,847729,11930,201093415.00,320055,37.75,5.70,1.30
30-August-2022,233.70,237.50,233.70,236.90,235.844428451877320137,1817511,25217,428649843.00,1169773,64.36,3.80,3.20
29-August-2022,226.00,233.70,226.00,232.70,230.736460788753072114,1632019,24121,376566288.00,743241,45.54,7.70,6.70
26-August-2022,230.20,236.35,230.20,235.10,233.641095432761721749,772261,9359,180431906.00,257704,33.37,6.15,4.90
25-August-2022,230.20,233.25,228.60,229.20,231.376597427577590623,1112570,11381,257422661.00,655634,58.93,4.65,-1.00
24-August-2022,231.60,232.80,227.50,229.50,230.134195343406678714,1610190,21102,370559780.00,714039,44.34,5.30,-2.10
23-August-2022,222.55,232.05,221.55,231.50,227.885758140554763732,2061346,27411,469751396.00,765506,37.14,10.50,8.95
22-August-2022,232.30,232.50,223.00,224.20,227.310463790690535630,2674547,46168,607952519.00,1091475,40.81,9.50,-8.10
19-August-2022,238.40,241.85,231.85,232.70,236.200442452289475877,2351892,33605,555517931.00,1022783,43.49,10.00,-5.70
18-August-2022,237.15,239.70,236.00,238.00,237.435520013940735537,1101807,13694,261608118.00,412742,37.46,3.70,0.85
17-August-2022,238.05,241.70,236.55,237.20,239.130568407806891831,2717855,34844,649922211.00,1371577,50.47,5.15,-0.85
16-August-2022,232.40,237.45,231.35,236.00,234.003398387188545831,2126597,30581,497630925.00,1151252,54.14,6.10,3.60
12-August-2022,229.50,235.50,228.65,232.40,233.135470584704323293,2598852,29627,605884584.00,1503592,57.86,6.85,2.90
11-August-2022,230.45,231.40,228.35,229.45,229.870002008365277983,458084,5497,105299770.00,129206,28.21,3.05,-1.00
10-August-2022,229.15,230.30,227.20,228.45,228.501944807419676124,720894,8495,164725681.00,276929,38.41,3.10,-0.70
8-August-2022,231.60,232.80,227.70,228.30,230.085159733920395970,2019546,28246,464667564.00,1298908,64.32,5.10,-3.30
5-August-2022,228.95,233.10,227.70,232.10,230.504549089726743933,1866857,23412,430319031.00,896015,48.00,5.40,3.15
4-August-2022,233.95,234.95,225.30,227.70,229.611923681334807692,923339,10450,212009644.00,300415,32.54,9.65,-6.25
3-August-2022,232.30,237.40,231.05,232.45,233.558967729767747056,1272535,15784,297211961.00,366084,28.77,6.35,0.15
2-August-2022,231.00,233.50,227.35,232.60,230.359752733866144048,1118471,11917,257650703.00,371007,33.17,6.15,1.60
1-August-2022,221.50,231.15,221.50,230.35,225.008411065748017154,4090207,32366,920330978.00,3007240,73.52,9.65,8.85
29-July-2022,219.95,222.60,218.80,221.90,220.714549323815549313,1895119,26920,418280336.00,798516,42.14,3.80,1.95
28-July-2022,220.85,221.45,216.90,218.15,218.992359735721222595,1046168,11693,229102799.00,266626,25.49,4.55,-2.70
27-July-2022,221.90,223.90,215.50,217.95,218.642650710145547075,2853922,48088,623989071.00,1016839,35.63,8.40,-3.95
26-July-2022,233.00,233.50,225.25,226.15,229.265672041726117737,1171832,17814,268660851.00,521066,44.47,8.25,-6.85
25-July-2022,231.40,233.25,229.50,232.50,231.592833161494087859,1225952,16339,283921697.00,649913,53.01,3.75,1.10
22-July-2022,230.50,234.00,230.20,230.85,231.773505194061353545,598857,7632,138799186.00,193713,32.35,3.80,0.35
21-July-2022,226.50,230.90,226.50,230.00,229.270315614243724530,843403,7792,193367272.00,220874,26.19,4.40,3.50
20-July-2022,230.00,230.50,226.65,227.40,228.615428337763238601,1222750,19870,279539515.00,512499,41.91,3.85,-2.60
19-July-2022,227.05,229.55,226.50,228.15,228.066530261168743158,1074248,15845,245000014.00,531432,49.47,3.05,1.10
18-July-2022,226.75,228.85,225.45,227.80,225.909665410778782592,2977442,20474,672632926.00,2361708,79.32,3.40,1.05
15-July-2022,221.45,226.25,221.45,225.05,222.985025890670813731,819214,10192,182672455.00,264714,32.31,4.80,3.60
14-July-2022,223.00,223.25,219.15,221.25,221.132770938782311649,1200225,17787,265409080.00,515604,42.96,4.10,-1.75
13-July-2022,222.25,223.30,219.95,220.85,221.492116827241303228,652656,7717,144558159.00,127485,19.53,3.35,-1.40
12-July-2022,220.25,224.20,218.80,221.45,222.352526651404607419,1486038,23507,330424304.00,531582,35.77,5.40,1.20
11-July-2022,219.25,221.85,218.20,220.80,220.738478244352142640,1579360,24564,348625523.00,604479,38.27,3.65,1.55
8-July-2022,217.20,220.85,214.80,220.05,217.126596675008605531,859912,9950,186709766.00,187838,21.84,6.05,2.85
7-July-2022,215.90,216.45,212.35,214.50,214.688236875456046699,937404,11753,201249612.00,202187,21.57,4.10,-1.40
6-July-2022,216.10,216.10,210.10,213.95,212.455047500803403073,774829,7849,164616332.00,153341,19.79,6.00,-2.15
5-July-2022,214.70,217.10,212.00,212.75,214.823657816808559901,1766469,24862,379479332.00,606604,34.34,5.10,-1.95
4-July-2022,207.35,212.50,207.35,211.50,209.603737252920614953,775864,8740,162623994.00,145095,18.70,5.15,4.15
1-July-2022,204.25,207.60,200.55,207.00,204.030622549996677961,1505100,21663,307086490.00,401779,26.69,7.05,2.75
30-June-2022,207.50,209.30,201.50,202.35,204.940301724445560990,700573,9241,143575642.00,153578,21.92,7.80,-5.15
29-June-2022,205.75,209.70,205.65,207.20,207.909088278276974721,1036665,15640,215532075.00,260165,25.10,4.05,1.45
28-June-2022,206.60,209.05,204.95,208.70,207.268438711413459355,594605,7355,123242850.00,93365,15.70,4.10,2.10
27-June-2022,210.30,211.60,207.75,208.05,208.963687357455464464,811150,10863,169500895.00,223843,27.60,3.85,-2.25
24-June-2022,205.00,208.75,203.80,207.85,206.151371050592073247,1387075,20046,285947413.00,406313,29.29,4.95,2.85
23-June-2022,201.00,204.85,198.75,202.95,202.327883125027114646,2028424,27036,410406734.00,356871,17.59,6.10,1.95
22-June-2022,204.55,204.60,198.85,201.30,201.595094326850508672,1684091,23437,339504484.00,362944,21.55,5.75,-3.25
21-June-2022,198.90,207.80,192.50,204.55,200.191640176741662015,1813268,21145,363001095.00,303205,16.72,15.30,5.65
20-June-2022,211.30,213.05,190.00,194.75,197.344231970343806975,5265949,108215,1039204661.00,1696153,32.21,23.05,-16.55
17-June-2022,209.40,214.00,207.00,210.45,210.318577021730078344,2207033,39816,464180040.00,656369,29.74,7.00,1.05
16-June-2022,222.75,223.30,209.00,209.85,214.968280794954214288,1218284,18860,261892417.00,353080,28.98,14.30,-12.90
15-June-2022,220.70,222.40,218.40,218.90,219.859550827697619113,1119793,23125,246197186.00,328300,29.32,4.00,-1.80
14-June-2022,214.95,224.40,214.80,220.45,220.611035131945009154,1623252,27015,358107304.00,364309,22.44,9.60,5.50
13-June-2022,223.95,226.40,218.90,219.50,221.363057057937916605,1002297,15411,221871528.00,361681,36.09,7.50,-4.45
10-June-2022,231.95,232.45,229.05,230.20,230.267484510447483614,580714,6654,133719552.00,115439,19.88,3.40,-1.75
9-June-2022,232.50,234.70,231.40,233.00,233.319937487414307852,1142170,14251,266491033.00,300721,26.33,3.30,0.50
8-June-2022,233.05,236.65,231.20,233.00,233.926430200761406808,1014438,14699,237303860.00,171707,16.93,5.45,-0.05
7-June-2022,230.95,235.40,229.55,234.70,233.369683756735276537,1826948,19847,426354277.00,730557,39.99,5.85,3.75
6-June-2022,231.05,233.60,227.50,232.30,231.026186501058094154,1316518,18937,304150133.00,425829,32.34,6.10,1.25
3-June-2022,236.90,236.90,230.30,231.05,233.404365919225196908,1189257,17952,277577776.00,419891,35.31,6.60,-5.85
2-June-2022,232.80,235.90,231.25,234.20,233.161804914517165009,854733,8329,199291089.00,140198,16.40,4.65,1.40
1-June-2022,233.80,236.15,230.60,232.65,233.626325990880802395,685148,7800,160068610.00,157865,23.04,5.55,-1.15
31-May-2022,233.15,237.60,231.15,235.10,235.505718709763973488,2683385,28024,631952513.00,843512,31.43,6.45,1.95
30-May-2022,227.95,233.90,217.55,233.25,230.671902304085281516,2519655,28070,581213612.00,915516,36.33,16.35,5.30
27-May-2022,225.70,226.90,222.80,224.70,224.440730765699395327,914876,9505,205335438.00,179555,19.63,4.10,-1.00
26-May-2022,222.40,224.35,210.25,221.40,217.129674567484099568,3890146,55276,844666135.00,720234,18.51,14.10,-1.00
25-May-2022,228.55,229.95,220.00,220.90,223.480330341371086205,1781551,32262,398141606.00,591027,33.17,9.95,-7.65
24-May-2022,230.05,231.40,224.85,227.05,228.023330825127530536,1108362,11931,252732395.00,160211,14.45,6.55,-3.00
23-May-2022,235.10,236.00,228.80,229.75,232.855141484121493498,1829958,25076,426115129.00,571574,31.23,7.20,-5.35
20-May-2022,232.50,236.00,230.35,233.25,233.283792476203019215,2095644,23330,488879780.00,591119,28.21,5.65,0.75
19-May-2022,229.10,232.55,226.50,228.45,229.381905711686055178,2723434,40458,624706481.00,729550,26.79,6.05,-0.65
18-May-2022,243.40,243.40,236.30,237.75,239.111318564967306446,2554785,31506,610878010.00,758550,29.69,7.10,-5.65
17-May-2022,229.00,242.40,227.75,241.25,235.521698373970844171,3845749,41753,905757336.00,1073949,27.93,14.65,12.25
16-May-2022,225.70,227.65,220.35,226.65,225.539628905489928220,2235603,26635,504217071.00,455675,20.38,7.30,0.95
13-May-2022,224.55,229.15,221.25,222.85,225.368590855331247462,2842618,41561,640636813.00,654886,23.04,7.90,-1.70
12-May-2022,226.00,227.00,217.00,219.05,221.628123865677509796,3314203,53667,734520593.00,1021028,30.81,10.00,-6.95
11-May-2022,222.50,229.75,219.55,226.55,225.109995986181522441,3801866,51457,855838040.00,984170,25.89,10.20,4.05
10-May-2022,229.40,234.50,220.70,222.35,227.552362874208016924,2038238,23112,463805873.00,504120,24.73,13.80,-7.05
9-May-2022,235.35,236.75,223.05,229.90,229.181010601765827026,6525894,106246,1495610982.00,1856466,28.45,13.70,-5.45
6-May-2022,243.00,246.90,240.65,245.20,243.270675686500910178,3620170,39805,880681202.00,811560,22.42,6.25,2.20
5-May-2022,249.00,251.30,244.90,247.55,248.191879648613224365,2542156,29700,630942476.00,737504,29.01,6.40,-1.45
4-May-2022,250.10,254.00,242.90,244.95,248.840349536053374103,3581662,18176,891262024.00,2097693,58.57,11.10,-5.15
2-May-2022,240.10,249.60,238.35,248.50,243.917362035735235239,1611015,15985,392954529.00,239391,14.86,11.25,8.40
29-April-2022,250.95,253.25,240.85,242.30,247.405832020150533594,2485691,38774,614974450.00,717642,28.87,12.40,-8.65
28-April-2022,250.55,250.80,244.50,248.35,247.021145317359751180,1111168,11193,274481992.00,210328,18.93,6.30,-2.20
27-April-2022,248.00,255.15,245.55,247.30,249.611710618454322073,1823627,16533,455198655.00,385960,21.16,9.60,-0.70
26-April-2022,251.00,251.65,248.05,248.80,249.708181077654026693,2134841,27228,533087263.00,714057,33.45,3.60,-2.20
25-April-2022,247.55,251.50,244.75,247.40,247.752866545681759907,3213624,49884,796184558.00,1178692,36.68,6.75,-0.15
22-April-2022,258.10,259.00,252.30,253.25,255.754917809128797411,1792109,15825,458340690.00,404270,22.56,6.70,-4.85
21-April-2022,253.00,260.00,250.75,258.80,255.810397830126547960,4167985,43949,1066213901.00,1422621,34.13,9.25,5.80
20-April-2022,249.60,255.10,246.70,249.70,251.027649563929727594,4190265,55029,1051872374.00,1084606,25.88,8.40,0.10
19-April-2022,261.30,262.00,242.50,246.70,252.790624809495273182,3477604,33863,879105688.00,885826,25.47,19.50,-14.60
18-April-2022,269.30,269.30,252.30,257.90,259.750567242945736122,4476477,48507,1162767440.00,1520582,33.97,17.00,-11.40
13-April-2022,278.70,280.25,272.35,273.05,275.572460840473226168,2608816,32753,718917845.00,737549,28.27,7.90,-5.65
12-April-2022,283.50,283.55,271.70,275.25,276.180859862528588943,4090305,55045,1129663952.00,1202381,29.40,11.85,-8.25
11-April-2022,281.00,288.50,280.15,282.95,284.749878045768342533,4534488,49845,1291194905.00,1417302,31.26,8.35,1.95
8-April-2022,280.45,283.00,272.85,278.15,278.176069897805408248,5935637,61134,1651152173.00,1514278,25.51,10.15,-2.30
7-April-2022,293.00,298.00,275.90,277.90,286.314178172991345241,14506587,148445,4153441535.00,4925929,33.96,22.10,-15.10
6-April-2022,275.80,296.50,273.00,289.80,287.331567935813262159,18202888,179894,5230264350.00,4175007,22.94,23.50,14.00
5-April-2022,253.80,275.20,252.30,273.60,265.250796112333126419,8322318,93099,2207501475.00,3422190,41.12,22.90,19.80
4-April-2022,247.35,253.50,246.10,251.95,249.920407777566932817,2603282,27573,650613299.00,617907,23.74,7.40,4.60
1-April-2022,237.40,246.25,237.20,245.40,243.673270719828324104,3142666,34230,765783703.00,1950729,62.07,9.05,8.00
31-March-2022,242.55,242.85,237.95,238.85,239.602398603989876824,761026,7975,182343655.00,258598,33.98,4.90,-3.70
30-March-2022,241.00,244.85,237.85,241.60,241.021799824186486992,2663049,28554,641852863.00,917298,34.45,7.00,0.60
29-March-2022,243.90,244.85,238.55,239.30,241.595256380622888970,1072936,10672,259216248.00,286465,26.70,6.30,-4.60
