Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-February-2024,395.95,402.50,390.30,393.90,397.013641026554610870,1347186,20575,534851219.00,466801,34.65,12.20,-2.05
2-February-2024,392.35,394.80,387.85,389.75,391.716625402091283232,734286,11639,287632034.00,290272,39.53,6.95,-2.60
1-February-2024,393.85,396.70,385.70,388.85,392.026507853790817987,1431538,21400,561200843.00,412628,28.82,11.00,-5.00
31-January-2024,385.55,391.25,384.00,389.65,388.109404042607992361,1828671,32980,709724412.00,839293,45.90,7.25,4.10
30-January-2024,386.80,392.70,382.00,383.25,385.482507465526743458,2480401,39611,956151197.00,916800,36.96,10.70,-3.55
29-January-2024,370.45,387.15,366.80,381.90,378.969056512888680979,2159065,27187,818218826.00,943160,43.68,20.35,11.45
25-January-2024,359.45,366.55,357.70,365.05,362.520541129740553424,2200877,37595,797863121.00,1272406,57.81,8.85,5.60
24-January-2024,348.90,357.80,343.75,356.95,354.133934705065989560,2088891,35169,739747189.00,1052193,50.37,14.05,8.05
23-January-2024,366.40,366.40,341.30,346.30,352.696249046860707398,2785532,45193,982446688.00,967967,34.75,25.10,-20.10
20-January-2024,350.60,351.80,345.00,345.90,348.170695783922379884,686420,17880,238991329.00,368500,53.68,6.80,-4.70
19-January-2024,348.35,351.35,345.25,348.65,348.294087767841627568,897732,11487,312674748.00,465627,51.87,6.10,0.30
18-January-2024,348.20,350.00,335.30,345.50,342.736344037179662169,1787644,39032,612690569.00,706864,39.54,14.70,-2.70
17-January-2024,353.00,355.15,346.60,348.80,351.202451618364388576,1512144,30843,531068680.00,724361,47.90,8.55,-4.20
16-January-2024,359.35,360.65,349.10,353.60,355.598447782735927755,604168,10567,214841203.00,274324,45.41,11.55,-5.75
15-January-2024,360.10,360.10,353.35,358.70,356.765272550438545766,907887,14506,323902553.00,372557,41.04,6.75,-1.40
12-January-2024,361.95,361.95,356.60,357.65,359.086513515992295944,1253885,16128,450253193.00,552636,44.07,5.35,-4.30
11-January-2024,349.80,359.90,347.65,357.25,354.551137958874007818,3205564,41996,1136536364.00,1329741,41.48,12.25,7.45
10-January-2024,342.55,348.70,340.85,346.50,344.837588475541017538,865776,12689,298552108.00,225695,26.07,7.85,3.95
9-January-2024,342.00,344.85,338.20,340.10,341.157417239621328841,710062,9248,242242918.00,219683,30.94,6.65,-1.90
8-January-2024,345.15,345.15,337.50,338.80,339.942530833412224446,1024619,14029,348311576.00,466204,45.50,7.65,-6.35
5-January-2024,339.75,349.65,336.35,340.70,344.440048576576415165,1786046,17939,615185771.00,417615,23.38,13.30,0.95
4-January-2024,327.00,340.70,327.00,337.70,335.124359743989300203,1417597,17782,475071287.00,681053,48.04,13.70,10.70
3-January-2024,329.65,329.65,324.90,326.40,327.165739349444922886,723413,8870,236675949.00,361347,49.95,4.75,-3.25
2-January-2024,331.95,332.45,319.80,329.65,328.180210879792182558,946985,13116,310781737.00,336258,35.51,12.65,-2.30
1-January-2024,334.65,335.80,328.30,329.95,332.586096582618251256,666124,10577,221543581.00,320491,48.11,7.50,-4.70
29-December-2023,330.40,335.85,326.10,332.05,331.695730811623905130,1445263,15227,479387567.00,564514,39.06,9.75,1.65
28-December-2023,326.05,331.00,323.95,329.60,326.946457318463947321,1815094,38682,593438553.00,1184389,65.25,7.05,3.55
27-December-2023,327.35,330.00,321.75,324.95,325.586084148900472717,646687,10063,210552288.00,224387,34.70,8.25,-2.40
26-December-2023,328.90,331.35,324.80,325.15,326.787257771162901559,1476806,15438,482601383.00,1003854,67.97,6.55,-3.75
22-December-2023,331.15,332.00,323.60,326.60,328.433173431682054899,706059,11182,231893198.00,238748,33.81,8.40,-4.55
21-December-2023,317.80,330.65,312.60,328.50,325.554214909389094995,4454817,50110,1450284451.00,991813,22.26,18.05,10.70
20-December-2023,336.80,346.90,318.10,320.20,332.319301851475526564,5693459,84087,1892046320.00,2201773,38.67,28.80,-16.60
19-December-2023,338.85,338.85,330.55,336.00,334.823771948645853014,624526,9623,209106151.00,199515,31.95,8.30,-2.85
18-December-2023,339.20,340.20,334.45,337.00,337.466494053340133252,2447088,33716,825810208.00,1300786,53.16,5.75,-2.20
15-December-2023,337.95,338.35,331.85,333.20,334.416874054507403256,1020632,13960,341316563.00,398778,39.07,6.50,-4.75
14-December-2023,341.00,341.30,335.00,335.30,336.959134671950482960,1147403,15401,386627922.00,521046,45.41,6.30,-5.70
13-December-2023,332.45,340.45,329.65,338.05,336.832174564097486156,3958798,45997,1333450539.00,1540771,38.92,10.80,5.60
12-December-2023,336.95,336.95,327.55,330.80,331.827853415841543033,1203759,16996,399440765.00,337252,28.02,9.40,-6.15
11-December-2023,325.80,335.25,322.35,333.50,330.279036784547354563,1926298,25846,636215848.00,524738,27.24,12.90,7.70
8-December-2023,333.00,335.80,317.95,323.45,326.381526159038047552,4411611,44699,1439868331.00,983103,22.28,17.85,-9.55
7-December-2023,295.90,332.00,292.25,325.75,318.497352353720787886,8243926,68059,2625668604.00,1102699,13.38,39.75,29.85
6-December-2023,281.80,298.60,280.15,294.10,291.058957589834445226,4718680,54919,1373414082.00,2402506,50.91,18.45,12.30
5-December-2023,283.85,283.85,276.50,281.50,280.387618733344252269,1239437,14689,347522789.00,528891,42.67,7.35,-2.35
4-December-2023,286.00,286.00,278.90,281.50,281.599953748385406104,1721021,17655,484639434.00,669699,38.91,7.10,-4.50
1-December-2023,270.30,278.50,268.50,275.75,275.278250785970316081,3845247,41426,1058512868.00,2282939,59.37,10.00,5.45
30-November-2023,273.30,273.30,265.10,267.95,267.443760087146260696,1197068,14196,320148367.00,455529,38.05,8.20,-5.35
29-November-2023,274.40,275.70,271.50,273.30,273.181935092760617065,1250369,13420,341578223.00,509118,40.72,4.20,-1.10
28-November-2023,258.45,271.25,258.45,270.75,266.097815847246257724,3614445,35571,961795920.00,2543711,70.38,12.80,12.30
24-November-2023,261.65,261.65,256.95,258.15,257.968528312202507461,665773,5273,171748481.00,465072,69.85,4.70,-3.50
23-November-2023,262.00,263.75,259.90,260.70,260.912647242906663243,498496,5166,130063911.00,316398,63.47,3.85,-1.30
22-November-2023,263.90,263.90,259.30,262.00,261.730075659803213469,253371,5597,66314811.00,109778,43.33,4.60,-1.90
21-November-2023,263.95,265.40,260.85,262.55,262.898755714328963700,330310,6303,86838088.00,130035,39.37,4.55,-1.40
20-November-2023,264.25,264.50,260.15,260.75,261.722117272918776034,294322,5166,77030577.00,122427,41.60,4.35,-3.50
17-November-2023,264.75,264.80,261.40,262.55,263.111043222654884473,328971,4919,86555903.00,118528,36.03,3.40,-2.20
16-November-2023,259.15,265.50,259.15,262.40,263.150018780120933398,567089,7704,149229481.00,217388,38.33,6.35,3.25
15-November-2023,258.85,262.25,258.25,259.15,259.828377695668953578,1173781,19225,304981613.00,717446,61.12,4.00,0.30
13-November-2023,253.05,258.40,251.40,257.05,255.409069927368986274,424612,6311,108449756.00,150474,35.44,7.00,4.00
12-November-2023,253.95,253.95,252.80,253.15,253.250742315636010205,411550,18206,104225343.00,300024,72.90,1.15,-0.80
10-November-2023,248.40,251.85,246.95,251.40,250.225353478279766899,299099,5459,74842153.00,120507,40.29,4.90,3.00
9-November-2023,254.65,254.65,247.35,247.95,249.510881961988627325,741778,8646,185081683.00,263327,35.50,7.30,-6.70
8-November-2023,252.80,256.30,251.45,254.90,254.115467068537346379,612469,13095,155637846.00,319478,52.16,4.85,2.10
7-November-2023,250.25,252.10,248.85,249.75,249.931488890549325145,736085,8789,183970820.00,414100,56.26,3.25,-0.50
6-November-2023,247.85,251.20,245.65,249.50,249.036603670839238464,429711,6452,107013768.00,173929,40.48,5.55,1.65
3-November-2023,246.45,246.45,244.00,244.50,244.936972603935205386,595852,11151,145946185.00,286990,48.16,2.45,-1.95
2-November-2023,237.65,245.10,237.65,244.80,241.860123371119440435,416467,6808,100726760.00,105077,25.23,7.45,7.15
1-November-2023,239.65,240.30,236.40,236.90,238.467171036256533643,192848,4115,45987917.00,74692,38.73,3.90,-2.75
31-October-2023,240.95,241.75,238.30,239.30,239.753325309867300207,255916,4856,61356712.00,99619,38.93,3.45,-1.65
30-October-2023,239.45,239.90,234.95,238.95,237.687584130219964052,257042,5073,61095692.00,105429,41.02,4.95,-0.50
27-October-2023,236.65,239.00,235.50,238.10,237.042781465034723880,753948,18022,178717931.00,389435,51.65,3.50,1.45
26-October-2023,234.70,235.40,230.75,234.40,233.004238422771181123,500422,8439,116600447.00,159834,31.94,4.65,-0.30
25-October-2023,239.10,241.75,233.05,236.60,237.424894784441903792,1289258,30128,306101945.00,575988,44.68,8.70,-2.50
23-October-2023,248.05,248.70,236.50,238.30,242.558640913338912579,450479,8593,109267574.00,169111,37.54,12.20,-9.75
20-October-2023,251.80,252.45,246.60,247.25,248.730508153021489506,310989,5909,77352452.00,146473,47.10,5.85,-4.55
19-October-2023,252.95,252.95,249.40,251.90,251.534836828437755940,658111,14748,165537843.00,320410,48.69,3.55,-1.05
18-October-2023,257.20,257.75,251.50,253.20,254.136136051040937814,458769,6165,116589781.00,137671,30.01,6.25,-4.00
17-October-2023,257.00,259.35,256.10,256.85,257.403814412757155867,1105701,19051,284611655.00,758888,68.63,3.25,-0.15
16-October-2023,254.80,256.75,253.60,254.85,255.055387095258575512,276689,5002,70571020.00,106582,38.52,3.15,0.05
13-October-2023,254.25,255.85,253.05,254.05,254.377316247024402520,572154,12084,145542999.00,326377,57.04,2.80,-0.20
12-October-2023,255.40,257.35,254.80,255.20,255.596656754488134666,307366,3738,78561722.00,180152,58.61,2.55,-0.20
11-October-2023,255.00,256.45,253.05,253.80,254.716425850184116305,627864,13082,159927274.00,302346,48.15,3.40,-1.20
10-October-2023,250.20,255.05,250.20,254.05,253.373235341680515557,290637,4877,73639637.00,128254,44.13,4.85,3.85
9-October-2023,250.80,255.25,249.00,249.95,251.625238700493725468,1804039,35743,453941744.00,1087500,60.28,6.25,-0.85
6-October-2023,259.75,260.15,258.10,258.75,258.932181644343839635,244742,4244,63371580.00,85400,34.89,2.05,-1.00
5-October-2023,258.70,260.25,256.15,257.75,258.142227602826236888,610423,12439,157575953.00,226361,37.08,4.10,-0.95
4-October-2023,263.25,263.25,253.60,256.65,257.777854643638861817,625910,8609,161345737.00,221415,35.37,9.65,-6.60
3-October-2023,262.80,266.50,260.80,263.95,263.003105076800568930,399346,7060,105029238.00,150844,37.77,5.70,1.15
29-September-2023,258.65,264.65,258.65,262.20,262.909725675661960967,1083863,19655,284958124.00,594721,54.87,6.00,3.55
28-September-2023,262.40,264.15,257.40,258.15,261.013637493026548340,426618,6633,111353116.00,165896,38.89,6.75,-4.25
27-September-2023,259.55,260.55,256.55,259.65,258.705210641929935079,612746,12021,158520583.00,285500,46.59,4.00,0.10
26-September-2023,257.00,263.70,257.00,259.85,261.053142687107512816,967866,15796,252664461.00,354174,36.59,6.70,2.85
25-September-2023,257.65,258.45,255.05,256.95,256.794494814012911237,251254,5958,64520644.00,90769,36.13,3.40,-0.70
22-September-2023,256.60,259.00,254.35,257.05,257.195191645811433114,374806,5856,96398301.00,132607,35.38,4.65,0.45
21-September-2023,261.70,261.70,256.00,256.55,258.407147526348244082,1133567,24274,292921815.00,643556,56.77,5.70,-5.15
20-September-2023,265.05,267.00,261.00,262.05,263.544892194971895187,357590,6295,94241018.00,136742,38.24,6.00,-3.00
18-September-2023,265.80,266.70,262.40,265.45,264.767699958511342102,356724,6221,94448993.00,133116,37.32,4.30,-0.35
15-September-2023,267.00,268.00,263.20,263.80,265.426432932405480024,459268,6245,121901867.00,168565,36.70,4.80,-3.20
14-September-2023,266.65,267.95,263.60,265.05,265.593293453816316824,418427,6021,111131405.00,159141,38.03,4.35,-1.60
13-September-2023,263.20,267.50,261.00,264.80,264.281609465913081888,1380955,22907,364961010.00,612505,44.35,6.50,1.60
12-September-2023,274.25,275.50,260.10,262.75,266.212636306220202663,1431336,16147,381039730.00,434129,30.33,15.40,-11.50
11-September-2023,273.20,274.00,269.15,271.80,271.472374914774891222,2139921,30326,580929436.00,906048,42.34,4.85,-1.40
8-September-2023,265.00,276.50,263.85,268.90,270.961790408591773606,6026602,27625,1632978868.00,3628520,60.21,12.65,3.90
7-September-2023,257.70,266.30,256.35,263.60,262.087166932582937697,2058292,28703,539451919.00,1166497,56.67,9.95,5.90
6-September-2023,260.35,261.00,254.70,257.55,257.273041315462208097,492116,7009,126608180.00,178973,36.37,6.30,-2.80
5-September-2023,260.20,262.50,255.70,258.40,259.220241491599665715,1561545,24262,404784072.00,678229,43.43,6.80,-1.80
4-September-2023,256.55,262.30,255.25,259.15,258.140304945553087747,1307053,12584,337403060.00,322732,24.69,7.05,2.60
1-September-2023,246.95,255.90,246.00,255.20,253.013108308703017063,1746831,14872,441971141.00,456334,26.12,9.90,8.25
31-August-2023,248.90,249.60,244.30,245.05,247.577090103532556457,1092410,16660,270455689.00,540594,49.49,5.30,-3.85
30-August-2023,248.00,250.55,247.00,247.40,248.970622852691106988,356842,5436,88843175.00,137815,38.62,3.55,-0.60
29-August-2023,245.00,248.40,245.00,246.80,247.283852572128345960,875384,15535,216468328.00,469825,53.67,3.40,1.80
28-August-2023,245.35,246.85,243.80,245.00,245.219243431790414191,428884,5761,105170610.00,146152,34.08,3.05,-0.35
25-August-2023,249.60,251.65,243.65,245.30,248.139849779724430355,743841,9055,184576594.00,242274,32.57,8.00,-4.30
24-August-2023,246.05,252.75,246.05,249.55,250.494381389603814744,1509092,14527,378019067.00,390222,25.86,6.70,3.50
23-August-2023,244.40,248.50,243.55,245.40,245.964053153992491819,1203221,11668,295949114.00,345045,28.68,4.95,1.00
22-August-2023,241.40,244.00,239.60,243.45,241.752966274121965029,2523789,31340,610133477.00,1472315,58.34,4.40,2.05
21-August-2023,230.05,240.30,230.05,239.35,235.845225336838803065,627971,9313,148103962.00,240773,38.34,10.25,9.30
18-August-2023,232.15,233.50,229.75,230.00,231.269121784939572358,806750,14331,186576364.00,505886,62.71,3.75,-2.15
17-August-2023,234.55,235.90,231.90,232.50,233.506851175711555315,309217,4803,72204288.00,110628,35.78,4.00,-2.05
16-August-2023,230.00,235.50,228.10,234.90,231.558937845819613700,942688,17802,218287832.00,528226,56.03,7.40,4.90
14-August-2023,235.60,236.00,229.15,231.20,231.105625263464671013,576453,8274,133221531.00,205402,35.63,6.85,-4.40
11-August-2023,237.60,238.35,235.30,236.15,236.554521822675747503,1032504,16224,244243490.00,557790,54.02,3.05,-1.45
10-August-2023,236.00,241.65,234.50,237.15,238.591423043284273938,2763521,34139,659352408.00,1059759,38.35,7.15,1.15
9-August-2023,237.40,237.40,232.00,234.90,234.023857204064029413,529819,6635,123990286.00,170013,32.09,5.40,-2.50
8-August-2023,234.70,236.50,230.55,233.85,233.690413088470795366,533905,7935,124768480.00,210431,39.41,5.95,-0.85
7-August-2023,237.85,237.85,232.30,232.65,233.660930509822800330,531773,7024,124254574.00,310685,58.42,5.55,-5.20
4-August-2023,236.15,237.35,234.45,235.65,235.951207941272357312,444765,6764,104942839.00,145824,32.79,2.90,-0.50
3-August-2023,234.75,237.55,232.65,235.30,235.184608144073943342,671433,9644,157910707.00,197714,29.45,4.90,0.55
2-August-2023,244.90,244.90,233.00,235.30,237.165463299671489594,1480014,17282,351008206.00,480203,32.45,11.90,-9.60
1-August-2023,237.05,245.40,236.15,244.40,242.407093583769775293,3046415,51365,738472606.00,1970364,64.68,9.25,7.35
31-July-2023,235.50,238.95,235.00,236.70,236.990989718310559747,1005185,13802,238219788.00,357130,35.53,3.95,1.20
28-July-2023,220.80,237.25,220.00,234.55,231.985724178899795707,2193429,23162,508844215.00,844740,38.51,17.25,13.75
27-July-2023,221.85,222.50,220.45,220.80,221.465712464783279428,1175223,16433,260271599.00,618603,52.64,2.05,-1.05
26-July-2023,219.70,222.45,219.70,221.50,221.503339915203484631,629507,7616,139437903.00,393240,62.47,2.75,1.80
25-July-2023,217.15,220.40,217.15,219.45,219.549722473868396970,869828,15285,190970496.00,517170,59.46,3.25,2.30
24-July-2023,217.70,218.75,217.00,217.35,217.852407857961514487,745995,16942,162516807.00,425183,57.00,1.75,-0.35
21-July-2023,218.15,219.15,216.95,217.45,218.118059473870555692,799309,17698,174343728.00,390991,48.92,2.20,-0.70
20-July-2023,219.30,220.60,217.70,218.15,218.691136970707063191,806406,18097,176353845.00,411611,51.04,2.90,-1.15
19-July-2023,221.50,221.50,217.55,219.50,218.918510473430164296,636229,9717,139282305.00,258725,40.67,3.95,-2.00
18-July-2023,223.85,224.30,220.75,221.50,222.278734226918203073,280145,6761,62270276.00,132548,47.31,3.55,-2.35
17-July-2023,221.50,224.70,221.35,223.45,223.160477003760998934,993619,18581,221736490.00,580408,58.41,3.35,1.95
14-July-2023,222.30,222.80,218.70,221.10,220.326029592742050885,524115,10085,115476177.00,261932,49.98,4.10,-1.20
13-July-2023,226.70,227.25,221.00,221.85,224.196597935720499376,425330,7988,95357539.00,201783,47.44,6.25,-4.85
12-July-2023,226.00,227.25,225.25,226.20,226.124920460610041463,389744,7044,88130831.00,179854,46.15,2.00,0.20
11-July-2023,225.75,226.95,224.75,225.40,225.741241130769598143,774729,17201,174888286.00,489114,63.13,2.20,-0.35
10-July-2023,228.70,228.95,224.75,225.10,226.350976103364652202,403697,8384,91377210.00,198195,49.09,4.20,-3.60
7-July-2023,229.60,232.35,226.05,227.85,229.236884440920838739,951046,13371,218014822.00,255136,26.83,6.30,-1.75
6-July-2023,225.00,230.25,223.65,229.55,227.598466066545182473,1534356,16860,349217072.00,548464,35.75,6.60,4.55
5-July-2023,220.05,223.80,220.05,221.65,222.146889744563154184,331902,5260,73730997.00,134926,40.65,3.75,1.60
4-July-2023,221.50,223.10,220.25,220.60,221.302701768161565808,277633,6220,61440933.00,123414,44.45,2.85,-0.90
3-July-2023,222.50,224.15,221.55,221.75,222.558501283391957410,336608,7815,74914972.00,162477,48.27,2.60,-0.75
30-June-2023,219.05,222.45,218.90,221.80,221.162193055195865139,1185433,18300,262172962.00,700313,59.08,3.55,2.75
28-June-2023,219.40,220.95,217.65,218.10,219.109408458661061621,481471,8524,105494826.00,300337,62.38,3.30,-1.30
27-June-2023,218.60,220.45,218.60,219.20,219.478159834428669982,247869,4463,54401832.00,93923,37.89,1.85,0.60
26-June-2023,218.00,219.35,216.35,218.60,218.208644873004734596,247962,7608,54107452.00,102178,41.21,3.00,0.60
23-June-2023,221.65,222.20,215.65,218.20,218.211479184387953416,1259079,25414,274745491.00,582708,46.28,6.55,-3.45
22-June-2023,224.95,225.15,220.50,221.25,222.114157448874979765,463325,7860,102911042.00,288722,62.32,4.65,-3.70
21-June-2023,224.90,225.95,222.55,224.30,224.714151965318311235,442193,6274,99367025.00,168416,38.09,3.40,-0.60
20-June-2023,223.95,226.25,222.50,224.90,224.906181989859172229,521062,9095,117190065.00,238492,45.77,3.75,0.95
19-June-2023,222.20,224.20,220.95,223.15,222.791514127950486438,395528,8647,88120282.00,199377,50.41,3.25,0.95
16-June-2023,221.70,223.60,220.70,222.15,222.524498341010526531,978005,15655,217630072.00,673750,68.89,2.90,0.45
15-June-2023,223.75,224.55,220.25,220.65,222.840874288707582574,696795,6144,155274407.00,496065,71.19,4.30,-3.10
14-June-2023,222.50,225.35,221.60,224.05,224.309089883457246973,886370,9031,198820848.00,498228,56.21,3.75,1.55
13-June-2023,221.10,222.75,220.90,221.65,221.866521294986641521,254520,4559,56469467.00,100179,39.36,1.85,0.55
12-June-2023,222.00,223.55,220.45,220.95,221.867150840397527073,417481,6837,92625320.00,202853,48.59,3.10,-1.05
9-June-2023,224.95,224.95,220.25,221.15,221.940535993789547058,555193,6876,123219832.00,230590,41.53,4.70,-3.80
8-June-2023,218.85,226.15,218.40,220.60,222.940157461032679898,1225065,14386,273116184.00,357234,29.16,7.75,1.75
7-June-2023,216.80,219.65,214.25,218.40,217.196720776572314218,612950,7070,133130730.00,243561,39.74,5.40,1.60
6-June-2023,219.40,219.80,215.55,216.70,216.940828992976788922,440824,6268,95632724.00,194872,44.21,4.25,-2.70
5-June-2023,216.35,219.40,216.25,218.95,217.801822573160527479,547358,7367,119215570.00,224138,40.95,3.15,2.60
2-June-2023,216.10,216.90,215.10,215.60,215.861769813810094373,371395,4604,80169982.00,199653,53.76,1.80,-0.50
1-June-2023,213.05,217.00,213.00,215.25,215.391520858549778342,810483,13624,174571166.00,437098,53.93,4.00,2.20
31-May-2023,216.35,218.95,212.95,213.60,215.770801521419250950,1224646,18111,264242849.00,555666,45.37,6.00,-2.75
30-May-2023,217.35,218.45,214.95,217.20,216.852090183738170161,848490,8177,183996830.00,432732,51.00,3.50,-0.15
29-May-2023,213.00,217.65,211.75,216.95,214.614152614704890871,557692,8714,119688596.00,251481,45.09,5.90,3.95
26-May-2023,212.00,213.75,210.65,212.10,212.165555481674772830,1233218,18426,261646382.00,831957,67.46,3.10,0.10
25-May-2023,207.05,211.10,206.45,210.85,209.658144193563622498,1736194,19645,364007212.00,836223,48.16,4.65,3.80
24-May-2023,206.15,208.00,205.60,207.30,207.412255544344287347,716541,8185,148619385.00,529815,73.94,2.40,1.15
23-May-2023,206.10,207.45,205.50,206.80,206.441929892141756548,259600,4296,53592325.00,89798,34.59,1.95,0.70
22-May-2023,205.80,206.90,204.25,206.15,205.797546832397147808,396467,5707,81591936.00,211586,53.37,2.65,0.35
19-May-2023,205.00,206.35,201.75,205.80,204.260984117273589537,389039,5720,79465489.00,106308,27.33,4.60,0.80
18-May-2023,208.70,209.70,204.10,204.60,206.995898494429209619,336218,5712,69595747.00,112286,33.40,5.60,-4.10
17-May-2023,211.95,212.45,206.80,207.65,208.839236698842582002,524616,7083,109560405.00,172704,32.92,5.65,-4.30
16-May-2023,208.60,214.95,208.05,211.35,212.104906289356892243,697146,9545,147868087.00,199207,28.57,6.90,2.75
15-May-2023,207.15,209.40,206.50,208.00,208.302721809291693788,396354,6388,82561617.00,182300,45.99,2.90,0.85
12-May-2023,206.40,207.70,206.20,207.05,207.012036564712603807,490090,6144,101454529.00,269777,55.05,1.50,0.65
11-May-2023,204.25,207.20,204.25,206.25,206.024706242148975480,395649,5765,81513469.00,151036,38.17,2.95,2.00
10-May-2023,203.40,204.35,202.15,204.10,203.591103136169722126,693840,12193,141259651.00,433128,62.42,2.20,0.70
9-May-2023,203.50,205.10,202.50,203.40,203.995987410664338406,765092,10118,156075698.00,490844,64.15,2.60,-0.10
8-May-2023,200.25,203.15,199.60,202.65,201.821357486521950668,406958,6758,82132816.00,164320,40.38,3.55,2.40
5-May-2023,204.45,205.50,199.35,200.10,202.359763034220463268,770913,8603,156001772.00,260241,33.76,6.15,-4.35
4-May-2023,203.55,204.65,202.10,203.75,203.234840173354448289,402874,5732,81878033.00,120718,29.96,2.55,0.20
3-May-2023,201.40,204.35,200.50,203.80,203.120487980191689484,503627,7018,102296962.00,224054,44.49,3.85,2.40
2-May-2023,201.15,202.90,200.45,201.65,201.817236465197683048,978182,17847,197413988.00,458369,46.86,2.45,0.50
28-April-2023,199.10,201.50,199.05,201.15,200.293309589620239380,312223,4300,62536178.00,126875,40.64,2.45,2.05
27-April-2023,198.10,200.00,197.65,198.45,198.701849804810153544,272299,4465,54106315.00,89664,32.93,2.35,0.35
26-April-2023,197.65,198.95,196.20,198.15,197.534397727839859895,220407,4193,43537964.00,66602,30.22,2.75,0.50
25-April-2023,195.70,198.80,195.40,197.60,197.639820372371322036,320218,3951,63287828.00,135263,42.24,3.40,1.90
24-April-2023,196.10,196.65,194.85,195.80,195.492197983887588680,218341,4676,42683962.00,72786,33.34,1.80,-0.30
21-April-2023,196.65,197.15,194.55,195.70,195.700455799931115613,223563,3539,43751381.00,76574,34.25,2.60,-0.95
20-April-2023,193.05,196.75,193.05,196.35,195.074042766350458658,287469,4146,56077740.00,93582,32.55,3.70,3.30
19-April-2023,197.85,197.85,193.05,193.45,195.672008211585962890,697551,5562,136491205.00,489586,70.19,4.80,-4.40
18-April-2023,197.05,198.15,196.20,197.20,197.187296188778805967,256978,4031,50672797.00,82860,32.24,1.95,0.15
17-April-2023,195.55,197.60,194.80,196.95,196.570705455302816168,268876,5170,52853145.00,89100,33.14,2.80,1.40
13-April-2023,197.05,197.20,194.25,196.20,195.823402736019242333,266080,4172,52104691.00,109976,41.33,2.95,-0.85
12-April-2023,197.60,198.65,195.55,197.05,196.868611622309563129,476549,4680,93817540.00,197840,41.52,3.10,-0.55
11-April-2023,195.80,197.85,195.80,197.50,196.974211275711047408,740246,13321,145809372.00,409279,55.29,2.05,1.70
10-April-2023,195.20,197.70,195.10,195.75,196.321239955225786741,399337,6300,78398335.00,196548,49.22,2.60,0.55
6-April-2023,193.85,196.00,192.10,195.15,194.321095345170711534,386910,5778,75184775.00,121016,31.28,3.90,1.30
5-April-2023,194.35,194.95,192.45,194.55,193.546720609110375345,540329,6773,104578906.00,185321,34.30,2.50,0.20
3-April-2023,193.85,196.00,192.05,193.95,193.873650491222143994,526951,7985,102161914.00,182048,34.55,3.95,0.10
31-March-2023,188.45,191.65,188.00,190.20,190.392048532120030332,1661580,26750,316351620.00,775077,46.65,3.65,1.75
29-March-2023,183.95,187.55,183.30,185.65,185.105482526814610388,881236,10280,163121615.00,425236,48.25,4.25,1.70
28-March-2023,186.70,187.40,182.45,183.95,184.093651177220977050,2106359,36441,387767319.00,953748,45.28,4.95,-2.75
27-March-2023,192.80,194.00,184.40,186.70,188.040811420497225164,3402724,62014,639850982.00,1387235,40.77,9.60,-6.10
24-March-2023,199.55,201.25,192.20,192.80,197.016996109405897594,886497,13487,174654976.00,548222,61.84,9.05,-6.75
23-March-2023,200.05,202.15,199.55,200.10,200.799165131797457652,662380,14203,133005351.00,318819,48.13,2.60,0.05
22-March-2023,203.10,203.65,200.60,201.00,201.810247445824307030,279738,4510,56453995.00,110613,39.54,3.05,-2.10
21-March-2023,203.35,203.65,201.55,202.25,202.565810800456584223,508997,10181,103105390.00,256135,50.32,2.10,-1.10
20-March-2023,202.30,204.45,200.60,202.65,202.098088822773494245,572736,7498,115748851.00,382979,66.87,3.85,0.35
17-March-2023,204.00,206.35,203.70,205.00,205.176211987993814995,296847,4317,60905943.00,106832,35.99,2.65,1.00
16-March-2023,202.40,204.50,198.75,203.35,201.502994986384552956,970956,18780,195650542.00,513191,52.85,5.75,0.95
15-March-2023,203.70,205.45,202.60,203.00,204.357298874655070250,806686,4488,164852172.00,589845,73.12,2.85,-0.70
14-March-2023,203.70,205.20,201.75,203.40,203.561119438926267659,1181449,17732,240497081.00,445294,37.69,3.45,-0.30
13-March-2023,206.70,209.15,202.25,202.90,205.714223643942924070,1270448,21783,261349224.00,587856,46.27,6.90,-3.80
10-March-2023,208.00,209.25,206.00,208.80,208.236768756178768511,302447,4509,62980586.00,98050,32.42,3.25,0.80
9-March-2023,212.00,212.80,209.35,209.65,211.259367262538676808,297659,4650,62883252.00,106903,35.91,3.45,-2.35
8-March-2023,209.95,211.90,208.05,211.25,210.426927699370185266,304534,5520,64082154.00,96775,31.78,3.85,1.30
6-March-2023,207.80,212.95,207.80,210.25,210.440570953176996266,512056,6706,107757357.00,221550,43.27,5.15,2.45
3-March-2023,205.75,209.20,205.75,207.70,208.050412125541380733,1730298,18141,359989212.00,923380,53.37,3.45,1.95
2-March-2023,204.20,206.30,203.70,205.65,205.475019129542740864,951408,11331,195490577.00,726476,76.36,2.60,1.45
1-March-2023,203.05,205.35,202.35,204.40,204.311619977690316334,332591,4664,67952206.00,123910,37.26,3.00,1.35
28-February-2023,200.25,203.00,199.60,202.50,201.283618708758688579,1464854,17246,294851114.00,753041,51.41,3.40,2.25
